# densidade, pressao, nb, mu
3.78157564006741E+015, 1.72155029713357E+036, 1.12499999999852E+040, 0.0001530267
3.7361150459145E+015, 1.69578368798925E+036, 1.11599999999886E+040, 0.0001519519
3.69088488488529E+015, 1.67018630065564E+036, 1.10700000000141E+040, 0.000150875
3.64588549922871E+015, 1.64475824366826E+036, 1.09800000000071E+040, 0.0001497958
3.60111723583173E+015, 1.61949962705791E+036, 1.08899999999986E+040, 0.0001487144
3.55658044629251E+015, 1.59441056237557E+036, 1.08000000000064E+040, 0.0001476306
3.51227548701106E+015, 1.56949116272252E+036, 1.07099999999863E+040, 0.0001465445
3.46820271934251E+015, 1.54474154279863E+036, 1.06200000000038E+040, 0.0001454559
3.42436250964498E+015, 1.5201618189204E+036, 1.05300000000046E+040, 0.0001443648
3.38075522944175E+015, 1.49575210907208E+036, 1.04399999999943E+040, 0.0001432713
3.33738125553461E+015, 1.47151253294285E+036, 1.03500000000248E+040, 0.0001421751
3.29424097007486E+015, 1.44744321195203E+036, 1.02600000000103E+040, 0.0001410763
3.25133476076211E+015, 1.42354426931121E+036, 1.01700000000021E+040, 0.0001399749
3.20866302092452E+015, 1.39981583005235E+036, 1.00800000000102E+040, 0.0001388706
3.16622614964997E+015, 1.37625802107082E+036, 9.98999999999593E+039, 0.0001377636
3.12402455195525E+015, 1.35287097117954E+036, 9.8999999999928E+039, 0.0001366536
3.0820586388954E+015, 1.32965481114599E+036, 9.80999999998532E+039, 0.0001355408
3.04032882774009E+015, 1.30660967374891E+036, 9.72000000002258E+039, 0.0001344249
2.99883554207184E+015, 1.28373569381251E+036, 9.63000000001693E+039, 0.0001333059
2.95757921201163E+015, 1.26103300827772E+036, 9.540000000007E+039, 0.0001321838
2.91656027434257E+015, 1.23850175624418E+036, 9.45000000001297E+039, 0.0001310584
2.87577917266391E+015, 1.21614207902137E+036, 9.35999999998577E+039, 0.0001299297
2.83523635761246E+015, 1.1939541201993E+036, 9.26999999999213E+039, 0.0001287976
2.79493228698096E+015, 1.17193802568973E+036, 9.17999999998047E+039, 0.0001276621
2.75486742595379E+015, 1.15009394380163E+036, 9.08999999997371E+039, 0.000126523
2.71504224728529E+015, 1.12842202530016E+036, 9.00000000001578E+039, 0.0001253802
2.67545723145608E+015, 1.10692242345996E+036, 8.91000000000438E+039, 0.0001242337
2.63611286696151E+015, 1.08559529415637E+036, 8.82000000000941E+039, 0.0001230834
2.59700965045639E+015, 1.06444079591598E+036, 8.73000000000245E+039, 0.0001219291
2.55814808701197E+015, 1.04345908999964E+036, 8.63999999999225E+039, 0.0001207707
2.51952869033306E+015, 1.02265034047438E+036, 8.5499999999717E+039, 0.0001196082
2.48115198301663E+015, 1.00201471429777E+036, 8.45999999999393E+039, 0.0001184415
2.4430184967557E+015, 9.81552381386754E+035, 8.36999999999447E+039, 0.0001172703
2.40512877264807E+015, 9.61263514717263E+035, 8.27999999999076E+039, 0.0001160946
2.36748336144237E+015, 9.41148290406115E+035, 8.18999999999332E+039, 0.0001149143
2.33008282381758E+015, 9.21206887803104E+035, 8.10000000000639E+039, 0.0001137292
2.29292773066563E+015, 9.01439489584373E+035, 8.00999999999586E+039, 0.0001125393
2.25601866342363E+015, 8.81846281860654E+035, 7.92000000000959E+039, 0.0001113442
2.21935621434518E+015, 8.62427454268603E+035, 7.83000000000219E+039, 0.000110144
2.18294098687077E+015, 8.43183200091054E+035, 7.74000000000631E+039, 0.0001089384
2.14677359593816E+015, 8.24113716360775E+035, 7.65000000000553E+039, 0.0001077273
2.11085466835576E+015, 8.05219203982928E+035, 7.56000000000362E+039, 0.0001065105
2.07518484316599E+015, 7.86499867855314E+035, 7.46999999999004E+039, 0.0001052878
2.03976477204689E+015, 7.67955917000431E+035, 7.37999999999677E+039, 0.0001040591
2.00459511968951E+015, 7.49587564691278E+035, 7.28999999998328E+039, 0.0001028241
1.96967656426395E+015, 7.31395028603372E+035, 7.2000000000138E+039, 0.0001015826
1.93500979779998E+015, 7.1337853094341E+035, 7.11000000000102E+039, 0.0001003345
1.90059552672066E+015, 6.95538298622305E+035, 7.02000000000054E+039, 9.90795297182694E-005
1.86643447227591E+015, 6.77874563400919E+035, 6.93000000000015E+039, 9.78173973161478E-005
1.83252737106807E+015, 6.60387562063037E+035, 6.83999999999741E+039, 9.6547889190539E-005
1.79887497558103E+015, 6.43077536590492E+035, 6.74999999999069E+039, 9.52707461616858E-005
1.76547805473971E+015, 6.25944734348173E+035, 6.65999999999054E+039, 9.39856958482076E-005
1.73233739449186E+015, 6.08989408276778E+035, 6.57000000001025E+039, 9.26924517923635E-005
1.69945379840506E+015, 5.92211817091161E+035, 6.4799999999959E+039, 9.1390712514126E-005
1.66682808835111E+015, 5.75612225505211E+035, 6.39000000000102E+039, 9.00801604859342E-005
1.63446110513895E+015, 5.59190904443511E+035, 6.29999999999687E+039, 8.87604610228236E-005
1.60235370925606E+015, 5.42948131285688E+035, 6.21000000000058E+039, 8.74312610765921E-005
1.57050678160566E+015, 5.26884190111343E+035, 6.1200000000233E+039, 8.60921879263623E-005
1.53892122428117E+015, 5.10999371957528E+035, 6.03000000000513E+039, 8.47428477540786E-005
1.50759796143673E+015, 4.95293975105593E+035, 5.93999999998548E+039, 8.33828240920544E-005
1.47653794014184E+015, 4.79768305365856E+035, 5.85000000000456E+039, 8.20116761308517E-005
1.44574213128405E+015, 4.6442267637817E+035, 5.75999999999639E+039, 8.06289368712606E-005
1.41521153059644E+015, 4.49257409950655E+035, 5.67000000000694E+039, 7.92341111023113E-005
1.38494715964826E+015, 4.3427283639066E+035, 5.57999999999572E+039, 7.78266731883501E-005
1.35495006697586E+015, 4.19469294878605E+035, 5.48999999999552E+039, 7.6406064640974E-005
1.3252213292188E+015, 4.04847133846454E+035, 5.40000000000335E+039, 7.49716914530006E-005
1.2957620523529E+015, 3.904067113871E+035, 5.30999999999089E+039, 7.35229211653051E-005
1.26657337301687E+015, 3.76148395694256E+035, 5.22000000000067E+039, 7.20590796349057E-005
1.23765645986707E+015, 3.62072565514041E+035, 5.12999999999485E+039, 7.05794474686947E-005
1.2090125150837E+015, 3.4817961064419E+035, 5.03999999999768E+039, 6.90832560802282E-005
1.18064277592281E+015, 3.34469932450724E+035, 4.9500000000074E+039, 6.75696833232776E-005
1.15254851639217E+015, 3.20943944425001E+035, 4.86000000000379E+039, 6.6037848647068E-005
1.12473104904929E+015, 3.07602072780902E+035, 4.77000000000263E+039, 6.44868077108453E-005
1.09719172689642E+015, 2.94444757085448E+035, 4.67999999999199E+039, 6.2915546385887E-005
1.06993194543673E+015, 2.81472450941767E+035, 4.59000000000409E+039, 0.000061323
1.04295314483666E+015, 2.68685622709151E+035, 4.50000000000117E+039, 5.97079161575734E-005
1.01625681229571E+015, 2.56084756289673E+035, 4.40999999999834E+039, 5.80691057346416E-005
989844484550187, 2.43670351961337E+035, 4.31999999999902E+039, 5.64051740651372E-005
963717750581910, 2.31442927278244E+035, 4.23000000000167E+039, 5.47146400184759E-005
937878254533628, 2.19403018039808E+035, 4.14000000000125E+039, 5.29958980772323E-005
912327698855381, 2.07551179336136E+035, 4.04999999999681E+039, 5.12472047743949E-005
887067847704641, 1.95887986677547E+035, 3.96000000000562E+039, 4.94666633023407E-005
862100530609807, 1.84414037212047E+035, 3.8699999999968E+039, 4.76522059979844E-005
837427646477701, 1.73129951054881E+035, 3.78000000000037E+039, 4.58015743531387E-005
813051167902313, 1.62036372719498E+035, 3.69000000000404E+039, 4.39122961298972E-005
788973145884764, 1.51133972682753E+035, 3.5999999999976E+039, 4.19816590785703E-005
765195714976086, 1.4042344908969E+035, 3.5100000000045E+039, 4.00066806522821E-005
741721098875236, 1.29905529608789E+035, 3.42000000000179E+039, 3.7984072985006E-005
718551616592525, 1.19580973471576E+035, 3.3300000000039E+039, 3.59102022436743E-005
695689689185745, 1.09450573701059E+035, 3.23999999999853E+039, 0.000033781
673137847196675, 9.9515159568192E+034, 3.15000000000141E+039, 3.15921141486183E-005
650898738833457, 8.97755992926516E+034, 3.05999999999747E+039, 2.93384311414137E-005
628975139046504, 8.02328030332125E+034, 2.9699999999992E+039, 2.70144117957017E-005
607369959579048, 7.08877261952641E+034, 2.88000000000463E+039, 2.46137938177605E-005
586086260162243, 6.17413731079798E+034, 2.78999999999595E+039, 2.21295244114944E-005
565127261026737, 5.27948011251629E+034, 2.69999999999616E+039, 1.95536300463844E-005
544496356899909, 4.40491252036893E+034, 2.61000000000422E+039, 1.68770594649877E-005
524197132762850, 3.55055230435089E+034, 2.51999999999724E+039, 1.40894932712491E-005
504233381655430, 2.71652408778905E+034, 2.43000000000237E+039, 1.1179111472372E-005
484609124837764, 1.90296000092014E+034, 2.34000000000482E+039, 8.13230769622317E-006
465328634785637, 1.11000042331491E+034, 2.2499999999988E+039, 4.93333521473556E-006
446396461507586, 3.37794829805011E+033, 2.15999999999671E+039, 1.56386495280336E-006
427817462826352, -4.13497241114941E+033, 2.06999999999576E+039, -1.99757121311975E-006
