# rho[g/cm^3] , P[dyn/cm^2],  n_B[cm^{-3}] , mu [erg],,epsilon[erg/cm^3],rho,n_b,mu
energia, pressao, rho, mu,,,,,
3876.2014070617,1741.2614894752,2.27,2474.6532583863,,2.7898E+036,3.10392566781385E+015,2.27E+039,0.0039648333
3851.4843189316,1727.920536702,2.26,2468.7632104574,,2.7684E+036,3.08014444598351E+015,2.26E+039,0.0039553964
3826.8261666588,1714.6225100413,2.25,2462.8660785334,,2.7471E+036,3.0564397430811E+015,2.25E+039,0.0039459481
3802.2270213401,1701.367434194,2.24,2456.9618105063,,2.7259E+036,3.03281160313777E+015,2.24E+039,0.0039364884
3777.6869546019,1688.1553340476,2.23,2451.0503536545,,2.7047E+036,3.00926007051731E+015,2.23E+039,0.0039270172
3753.2060385948,1674.9862346743,2.22,2445.1316546257,,2.6836E+036,2.98578518991273E+015,2.22E+039,0.0039175344
3728.7843460199,1661.86016134,2.21,2439.2056594389,,2.6626E+036,2.96238700636235E+015,2.21E+039,0.0039080399
3704.4219501104,1648.7771394985,2.2,2433.2723134586,,2.6416E+036,2.93906556523944E+015,2.2E+039,0.0038985337
3680.1189246424,1635.7371947948,2.19,2427.3315613869,,2.6207E+036,2.91582091225806E+015,2.19E+039,0.0038890155
3655.8753439637,1622.7403530755,2.18,2421.3833472657,,2.5999E+036,2.89265309349167E+015,2.18E+039,0.0038794854
3631.6912829629,1609.786640378,2.17,2415.4276144428,,2.5792E+036,2.86956215535384E+015,2.17E+039,0.0038699433
3607.5668171354,1596.8760829529,2.16,2409.4643055964,,2.5585E+036,2.84654814463818E+015,2.16E+039,0.003860389
3583.5020225153,1584.0087072416,2.15,2403.4933626776,,2.5379E+036,2.82361110847841E+015,2.15E+039,0.0038508225
3559.4969757366,1571.1845398971,2.14,2397.5147269316,,2.5173E+036,2.80075109438545E+015,2.14E+039,0.0038412437
3535.5517540272,1558.4036077812,2.13,2391.5283388772,,2.4968E+036,2.77796815024241E+015,2.13E+039,0.0038316524
3511.6664352161,1545.6659379681,2.12,2385.5341382945,,2.4764E+036,2.75526232431105E+015,2.12E+039,0.0038220486
3487.8410977304,1532.9715577432,2.11,2379.5320642055,,2.4561E+036,2.73263366522956E+015,2.11E+039,0.0038124323
3464.0758206023,1520.3204946054,2.1,2373.5220548608,,2.4358E+036,2.71008222201675E+015,2.1E+039,0.0038028032
3440.3706835123,1507.7127762821,2.09,2367.5040477485,,2.4156E+036,2.68760804409873E+015,2.09E+039,0.0037931612
3416.7257667454,1495.1484307142,2.08,2361.4779795479,,2.3955E+036,2.6652111812822E+015,2.08E+039,0.0037835064
3393.1411512388,1482.627486073,2.07,2355.443786141,,2.3754E+036,2.64289168378455E+015,2.07E+039,0.0037738386
3369.6169185558,1470.149970751,2.06,2349.4014025761,,2.3554E+036,2.62064960221748E+015,2.06E+039,0.0037641576
3346.1531509381,1457.7159133798,2.05,2343.3507630819,,2.3355E+036,2.59848498761892E+015,2.05E+039,0.0037544634
3322.7499312724,1445.325342819,2.04,2337.2918010252,,2.3157E+036,2.5763978914332E+015,2.04E+039,0.0037447559
3299.4073431314,1432.9782881704,2.03,2331.2244489171,,2.2959E+036,2.55438836553641E+015,2.03E+039,0.0037350349
3276.1254707329,1420.6747787644,2.02,2325.148638365,,2.2762E+036,2.53245646221213E+015,2.02E+039,0.0037253004
3252.9043990301,1408.4148441901,2.01,2319.0643001096,,2.2565E+036,2.51060223420508E+015,2.01E+039,0.0037155522
3229.7442136376,1396.1985142713,2,2312.9713639544,,2.2370E+036,2.48882573467836E+015,2E+039,0.0037057902
3206.6450008944,1384.0258190871,1.99,2306.8697587847,,2.2175E+036,2.46712701725017E+015,1.99E+039,0.0036960144
3183.6068478534,1371.8967889694,1.98,2300.7594125368,,2.1980E+036,2.44550613598933E+015,1.98E+039,0.0036862245
3160.6298422832,1359.8114545031,1.97,2294.6402521758,,2.1787E+036,2.42396314541566E+015,1.97E+039,0.0036764205
3137.7140726921,1347.7698465346,1.96,2288.5122036871,,2.1594E+036,2.40249810051511E+015,1.96E+039,0.0036666023
3114.8596283489,1335.7719961789,1.95,2282.3751920655,,2.1401E+036,2.38111105675245E+015,1.95E+039,0.0036567697
3092.0665992525,1323.8179348097,1.94,2276.2291412692,,2.1210E+036,2.35980207005358E+015,1.94E+039,0.0036469227
3069.3350761735,1311.9076940739,1.93,2270.0739742215,,2.1019E+036,2.33857119683141E+015,1.93E+039,0.003637061
3046.66515068,1300.0413058996,1.92,2263.9096128019,,2.0829E+036,2.31741849400011E+015,1.92E+039,0.0036271846
3024.0569151105,1288.2188024882,1.91,2257.7359778004,,2.0640E+036,2.29634401896103E+015,1.91E+039,0.0036172933
3001.5104625862,1276.4402163183,1.9,2251.5529888971,,2.0451E+036,2.27534782960963E+015,1.9E+039,0.0036073871
2979.0258870618,1264.7055801632,1.89,2245.3605646693,,2.0263E+036,2.25442998436673E+015,1.89E+039,0.0035974657
2956.6032833013,1253.0149270826,1.88,2239.1586225446,,2.0076E+036,2.23359054216364E+015,1.88E+039,0.0035875291
2934.2427469033,1241.3682904319,1.87,2232.9470787889,,1.9889E+036,2.2128295624588E+015,1.87E+039,0.0035775771
2911.9443743077,1229.7657038644,1.86,2226.7258484796,,1.9703E+036,2.19214710524168E+015,1.86E+039,0.0035676096
2889.7082628041,1218.2072013345,1.85,2220.4948454803,,1.9518E+036,2.17154323103847E+015,1.85E+039,0.0035576264
2867.5345105582,1206.6928171068,1.84,2214.2539824266,,1.9333E+036,2.15101800092831E+015,1.84E+039,0.0035476275
2845.4232166211,1195.2225857594,1.83,2208.0031706997,,1.9150E+036,2.1305714765492E+015,1.83E+039,0.0035376126
2823.3744809158,1183.7965421799,1.82,2201.7423203822,,1.8967E+036,2.11020372009083E+015,1.82E+039,0.0035275816
2801.3884042933,1172.4147215843,1.81,2195.4713402639,,1.8784E+036,2.08991479432829E+015,1.81E+039,0.0035175343
2779.4650884947,1161.0771595048,1.8,2189.1901377775,,1.8603E+036,2.06970476260032E+015,1.8E+039,0.0035074707
2757.6046362436,1149.7838918207,1.79,2182.8986190304,,1.8422E+036,2.04957368886438E+015,1.79E+039,0.0034973906
2735.8071511443,1138.5349547254,1.78,2176.5966886908,,1.8241E+036,2.02952163763786E+015,1.78E+039,0.0034872938
2714.0727378202,1127.3303847718,1.77,2170.284250052,,1.8062E+036,2.00954867407897E+015,1.77E+039,0.0034771802
2692.4015018306,1116.1702188463,1.76,2163.96120493,,1.7883E+036,1.9896548639404E+015,1.76E+039,0.0034670495
2670.7935497456,1105.0544941931,1.75,2157.6274536793,,1.7705E+036,1.96984027361266E+015,1.75E+039,0.0034569017
2649.2489891279,1093.9832484088,1.74,2151.282895136,,1.7528E+036,1.95010497011443E+015,1.74E+039,0.0034467366
2627.7679285611,1082.9565194527,1.73,2144.9274265975,,1.7351E+036,1.93044902111094E+015,1.73E+039,0.003436554
2606.3504776539,1071.9743456478,1.72,2138.56094378,,1.7175E+036,1.91087249491573E+015,1.72E+039,0.0034263538
2584.9967471015,1061.0367657021,1.71,2132.1833408208,,1.7000E+036,1.89137546052864E+015,1.71E+039,0.0034161357
2563.7068486203,1050.1438186875,1.7,2125.7945101811,,1.6825E+036,1.87195798759817E+015,1.7E+039,0.0034058997
2542.4808950476,1039.2955440729,1.69,2119.3943426748,,1.6651E+036,1.85262014648052E+015,1.69E+039,0.0033956455
2521.3190002981,1028.4919817105,1.68,2112.9827273861,,1.6478E+036,1.83336200821515E+015,1.68E+039,0.003385373
2500.2212794065,1017.7331718506,1.67,2106.5595516509,,1.6306E+036,1.81418364455115E+015,1.67E+039,0.0033750819
2479.1878485578,1007.0191551516,1.66,2100.1247010298,,1.6134E+036,1.79508512796509E+015,1.66E+039,0.0033647721
2458.2188250792,996.3499726784,1.65,2093.678059247,,1.5963E+036,1.77606653165814E+015,1.65E+039,0.0033544435
2437.3143274588,985.7256659086,1.64,2087.2195081508,,1.5793E+036,1.75712792956717E+015,1.64E+039,0.0033440957
2416.4744753955,975.1462767502,1.63,2080.7489276968,,1.5624E+036,1.73826939639623E+015,1.63E+039,0.0033337287
2395.699389811,964.6118475452,1.62,2074.2661958989,,1.5455E+036,1.71949100762303E+015,1.62E+039,0.0033233422
2374.9891928081,954.1224210575,1.61,2067.7711887364,,1.5287E+036,1.70079283947734E+015,1.61E+039,0.0033129361
2354.3440077838,943.6780405099,1.6,2061.2637801835,,1.5119E+036,1.68217496900696E+015,1.6E+039,0.00330251
2333.7639593876,933.2787495716,1.59,2054.7438421127,,1.4953E+036,1.66363747405542E+015,1.59E+039,0.0032920639
2313.2491735575,922.9245923704,1.58,2048.2112442582,,1.4787E+036,1.64518043328375E+015,1.58E+039,0.0032815976
2292.7997775702,912.6156135097,1.57,2041.665854191,,1.4622E+036,1.62680392620076E+015,1.57E+039,0.0032711107
2272.4159000035,902.3518580575,1.56,2035.1075372185,,1.4457E+036,1.60850803314345E+015,1.56E+039,0.0032606031
2252.0976708132,892.1333715717,1.55,2028.5361563773,,1.4294E+036,1.59029283532211E+015,1.55E+039,0.0032500746
2231.8452213314,881.9602001006,1.54,2021.9515723584,,1.4131E+036,1.57215841482118E+015,1.54E+039,0.0032395249
2211.6586843044,871.832390196,1.53,2015.3536434644,,1.3968E+036,1.55410485462264E+015,1.53E+039,0.0032289539
2191.5381938844,861.7499889115,1.52,2008.7422255236,,1.3807E+036,1.53613223860298E+015,1.52E+039,0.0032183612
2171.4838857162,851.7130438315,1.51,2002.1171718859,,1.3646E+036,1.51824065158486E+015,1.51E+039,0.0032077467
2151.4958968742,841.7216030512,1.5,1995.4783332836,,1.3486E+036,1.50043017930148E+015,1.5E+039,0.0031971101
2131.574365984,831.7757152179,1.49,1988.8255578536,,1.3327E+036,1.48270090847021E+015,1.49E+039,0.0031864512
2111.7194331788,821.8754295171,1.48,1982.1586910107,,1.3168E+036,1.46505292676778E+015,1.48E+039,0.0031757697
2091.9312401583,812.0207956927,1.47,1975.4775754089,,1.3010E+036,1.44748632286632E+015,1.47E+039,0.0031650653
2072.2099302026,802.211864053,1.46,1968.78205086,,1.2853E+036,1.43000118644407E+015,1.46E+039,0.0031543379
2052.555648225,792.4486854883,1.45,1962.0719542851,,1.2696E+036,1.41259760821668E+015,1.45E+039,0.0031435871
2032.9685407644,782.7313114699,1.44,1955.3471196071,,1.2541E+036,1.3952756799355E+015,1.44E+039,0.0031328128
2013.4487560536,773.0597940731,1.43,1948.607377711,,1.2386E+036,1.37803549442857E+015,1.43E+039,0.0031220145
1993.9964440132,763.4341859767,1.42,1941.8525563309,,1.2232E+036,1.36087714559968E+015,1.42E+039,0.0031111921
1974.6117563242,753.8545404873,1.41,1935.0824800081,,1.2078E+036,1.34380072847173E+015,1.41E+039,0.0031003452
1955.2948464158,744.3209115371,1.4,1928.2969699663,,1.1925E+036,1.32680633918282E+015,1.4E+039,0.0030894736
1936.0458695375,734.8333537078,1.39,1921.4958440613,,1.1773E+036,1.30989407502879E+015,1.39E+039,0.003078577
1916.8649827813,725.3919222398,1.38,1914.6789166819,,1.1622E+036,1.29306403447971E+015,1.38E+039,0.0030676551
1897.7523450923,715.9966730365,1.37,1907.8459986342,,1.1472E+036,1.27631631718745E+015,1.37E+039,0.0030567076
1878.7081173436,706.6476626901,1.36,1900.9968970836,,1.1322E+036,1.25965102403174E+015,1.36E+039,0.0030457341
1859.7324623542,697.3449484888,1.35,1894.1314154393,,1.1173E+036,1.24306825713298E+015,1.35E+039,0.0030347344
1840.8255449144,688.0885884266,1.34,1887.2493532395,,1.1024E+036,1.22656811986971E+015,1.34E+039,0.0030237081
1821.9875318622,678.8786412291,1.33,1880.3505060837,,1.0877E+036,1.21015071692459E+015,1.33E+039,0.0030126549
1803.2185920739,669.7151663525,1.32,1873.4346654746,,1.0730E+036,1.19381615428264E+015,1.32E+039,0.0030015745
1784.5188965488,660.5982240125,1.31,1866.501618749,,1.0584E+036,1.17756453928274E+015,1.31E+039,0.0029904665
1765.8886184308,651.5278751925,1.3,1859.551148941,,1.0439E+036,1.16139598063225E+015,1.3E+039,0.0029793306
1747.3279330525,642.5041816603,1.29,1852.5830346611,,1.0294E+036,1.14531058843678E+015,1.29E+039,0.0029681665
1728.8370179821,633.5272059843,1.28,1845.5970499737,,1.0150E+036,1.12930847422906E+015,1.28E+039,0.0029569737
1710.4160530823,624.5970115549,1.27,1838.5929642813,,1.0007E+036,1.11338975100712E+015,1.27E+039,0.0029457519
1692.0652205249,615.7136625909,1.26,1831.5705421554,,9.8648E+035,1.09755453324565E+015,1.26E+039,0.0029345007
1673.7847048755,606.8772241685,1.25,1824.5295432351,,9.7232E+035,1.08180293694772E+015,1.25E+039,0.0029232198
1655.5746931285,598.0877622352,1.24,1817.4697220675,,9.5824E+035,1.06613507966956E+015,1.24E+039,0.0029119087
1637.4353747558,589.3453436271,1.23,1810.3908279536,,9.4424E+035,1.05055108055141E+015,1.23E+039,0.0029005671
1619.3669417612,580.6500360889,1.22,1803.2926047952,,9.3030E+035,1.03505106035313E+015,1.22E+039,0.0028891945
1601.3695887333,572.0019082931,1.21,1796.1747909309,,9.1645E+035,1.01963514148846E+015,1.21E+039,0.0028777905
1583.44351292,563.4010298661,1.2,1789.0371189884,,9.0267E+035,1.00430344807155E+015,1.2E+039,0.0028663547
1565.5889142559,554.8474713998,1.19,1781.8793156771,,8.8896E+035,989056105937602,1.19E+039,0.0028548866
1547.8059954557,546.341304484,1.18,1774.7011016438,,8.7534E+035,973893242700663,1.18E+039,0.0028433858
1530.0949620445,537.8826017187,1.17,1767.5021912506,,8.6178E+035,958814987775531,1.17E+039,0.0028318519
1512.4560224386,529.4714367428,1.16,1760.2822923977,,8.4831E+035,943821472428918,1.16E+039,0.0028202843
1494.8893880205,521.1078842607,1.15,1753.0411063315,,8.3491E+035,928912829826868,1.15E+039,0.0028086827
1477.3952731714,512.7920200564,1.14,1745.7783273928,,8.2158E+035,914089195059892,1.14E+039,0.0027970464
1459.9738953861,504.5239210325,1.13,1738.4936428483,,8.0834E+035,899350705212486,1.13E+039,0.0027853751
1442.6254753147,496.3036652271,1.12,1731.1867326266,,7.9517E+035,884697499393257,1.12E+039,0.0027736681
1425.3502368433,488.1313318432,1.11,1723.857269087,,7.8207E+035,870129718787333,1.11E+039,0.002761925
1408.1484071818,480.0070012796,1.1,1716.504916783,,7.6906E+035,855647506711441,1.1E+039,0.0027501452
1391.0202169261,471.9307551547,1.09,1709.1293321842,,7.5612E+035,841251008656336,1.09E+039,0.0027383282
1373.9659001517,463.9026763402,1.08,1701.7301634185,,7.4325E+035,826940372346870,1.08E+039,0.0027264734
1356.9856944894,455.9228489888,1.07,1694.3070499796,,7.3047E+035,812715747791371,1.07E+039,0.0027145803
1340.079841232,447.9913585724,1.06,1686.859622457,,7.1776E+035,798577287349738,1.06E+039,0.0027026482
1323.2485854084,440.10829191,1.05,1679.387502208,,7.0513E+035,784525145783175,1.05E+039,0.0026906765
1306.4921758714,432.2737371997,1.04,1671.8903010299,,6.9258E+035,770559480311229,1.04E+039,0.0026786647
1289.810865419,424.4877840623,1.03,1664.3676208557,,6.8010E+035,756680450689518,1.03E+039,0.002666612
1273.2049108735,416.7505235709,1.02,1656.8190533769,,6.6771E+035,742888219262487,1.02E+039,0.0026545179
1256.6745731952,409.0620482919,1.01,1649.2441796902,,6.5539E+035,729182951036499,1.01E+039,0.0026423816
1240.2201175871,401.4224523236,1,1641.6425699107,,6.4315E+035,715564813748641,1E+039,0.0026302025
1223.8418135938,393.8318313329,0.99,1634.0137827543,,6.3099E+035,702033977932143,9.9E+038,0.0026179798
1207.5399352675,386.2902826135,0.98,1626.3573651847,,6.1891E+035,688590617020124,9.8E+038,0.0026057129
1191.3147612095,378.797905105,0.97,1618.6728518705,,6.0690E+035,675234907379642,9.7E+038,0.0025934009
1175.1665747655,371.3547994607,0.96,1610.9597648189,,5.9498E+035,661967028432548,9.6E+038,0.0025810432
1159.0956641194,363.9610680839,0.95,1603.2176128456,,5.8313E+035,648787162720198,9.5E+038,0.0025686389
1143.1023224295,356.6168151777,0.94,1595.4458910715,,5.7136E+035,635695495992221,9.4E+038,0.0025561872
1127.1868479848,349.3221468008,0.93,1587.6440804146,,5.5968E+035,622692217305989,9.3E+038,0.0025436873
1111.3495443206,342.0771709121,0.92,1579.811646992,,5.4807E+035,609777519106119,9.2E+038,0.0025311384
1095.5907204062,334.881997437,0.91,1571.948041586,,5.3654E+035,596951597342658,9.1E+038,0.0025185395
1079.9106907707,327.7367383155,0.9,1564.0526989847,,5.2509E+035,584214651556824,9E+038,0.0025058897
1064.309775687,320.6415075682,0.89,1556.1250373655,,5.1372E+035,571566884998659,8.9E+038,0.0024931882
1048.7883013223,313.5964213526,0.88,1548.1644575851,,5.0244E+035,559008504727380,8.8E+038,0.002480434
1033.3465999275,306.6015980319,0.87,1540.1703424821,,4.9123E+035,546539721734030,8.7E+038,0.002467626
1017.9850100264,299.6571582443,0.86,1532.1420561287,,4.8010E+035,534160751065003,8.6E+038,0.0024547632
1002.7038765919,292.7632249681,0.85,1524.0789430117,,4.6906E+035,521871811938093,8.5E+038,0.0024418447
987.5035512481,285.9199235962,0.84,1515.9803271956,,4.5809E+035,509673127875295,8.4E+038,0.0024288693
972.3843924972,279.1273820182,0.83,1507.8455114643,,4.4721E+035,497564926849152,8.3E+038,0.0024158359
957.3467659208,272.3857306952,0.82,1499.673776361,,4.3641E+035,485547441416095,8.2E+038,0.0024027433
942.3910443957,265.6951027397,0.81,1491.4643791795,,4.2569E+035,473620908858869,8.1E+038,0.0023895904
927.5176083719,259.0556340158,0.8,1483.2165529846,,4.1505E+035,461785571365147,8E+038,0.0023763759
912.7268460698,252.4674632142,0.79,1474.9295054228,,4.0450E+035,450041676161221,7.9E+038,0.0023630986
898.0191537811,245.9307319607,0.78,1466.6024176177,,3.9402E+035,438389475705416,7.8E+038,0.0023497571
883.394936117,239.4455849089,0.77,1458.2344428909,,3.8363E+035,426829227853328,7.7E+038,0.0023363501
868.8546063024,233.0121698478,0.76,1449.8247054608,,3.7333E+035,415361196049634,7.6E+038,0.0023228762
854.3985864713,226.6306378105,0.75,1441.3722990424,,3.6310E+035,403985649521857,7.5E+038,0.002309334
840.0273079797,220.3011431898,0.74,1432.8762853642,,3.5296E+035,392702863486428,7.4E+038,0.0022957219
825.7412117351,214.0238438592,0.73,1424.335692595,,3.4290E+035,381513119364382,7.3E+038,0.0022820383
811.5407485286,207.7989012958,0.72,1415.749513645,,3.3293E+035,370416705000433,7.2E+038,0.0022682817
797.4263794188,201.6264807207,0.71,1407.1167044218,,3.2304E+035,359413914913248,7.1E+038,0.0022544504
783.3985760881,195.5067512316,0.7,1398.4361818852,,3.1324E+035,348505050531816,7E+038,0.0022405427
769.4578212575,189.4398859547,0.69,1389.7068220467,,3.0352E+035,337690420466223,6.9E+038,0.0022265567
755.6046091032,183.4260621989,0.68,1380.9274577972,,2.9388E+035,326970340782520,6.8E+038,0.0022124906
741.8394456909,177.4654616161,0.67,1372.0968765777,,2.8433E+035,316345135288477,6.7E+038,0.0021983425
728.1628494549,171.5582703776,0.66,1363.213817928,,2.7487E+035,305815135848018,6.6E+038,0.0021841102
714.5753516883,165.704679355,0.65,1354.2769708358,,2.6549E+035,295380682703701,6.5E+038,0.0021697918
701.0774970505,159.904884308,0.64,1345.2849708727,,2.5620E+035,285042124811475,6.4E+038,0.002155385
687.6698441283,154.1590860915,0.63,1336.2363971743,,2.4699E+035,274799820209856,6.3E+038,0.0021408876
674.352966016,148.4674908692,0.62,1327.1297691697,,2.3787E+035,264654136400684,6.2E+038,0.0021262972
661.1274509245,142.8303103396,0.61,1317.9635430559,,2.2884E+035,254605450751983,6.1E+038,0.0021116113
647.9939028336,137.2477619765,0.6,1308.7361080169,,2.1990E+035,244654150926670,6E+038,0.0020968273
634.9529421832,131.7200692843,0.59,1299.4457821482,,2.1104E+035,234800635337649,5.9E+038,0.0020819425
622.005206612,126.2474620712,0.58,1290.0908080744,,2.0227E+035,225045313634804,5.8E+038,0.0020669542
609.1513517227,120.8301767325,0.57,1280.6693481671,,1.9359E+035,215388607210010,5.7E+038,0.0020518594
596.3920519187,115.4684565593,0.56,1271.179479425,,1.8500E+035,205830949747404,5.6E+038,0.0020366549
583.7280012854,110.162552065,0.55,1261.6191879098,,1.7650E+035,196372787805403,5.5E+038,0.0020213376
571.1599145272,104.9127213312,0.54,1251.9863627007,,1.6809E+035,187014581433291,5.4E+038,0.0020059041
558.6885279691,99.7192303788,0.53,1242.2787893358,,1.5977E+035,177756804832735,5.3E+038,0.0019903509
546.314600631,94.5823535651,0.52,1232.4941426847,,1.5154E+035,168599947065641,5.2E+038,0.0019746741
534.0389153659,89.5023740047,0.51,1222.629979158,,1.4340E+035,159544512804445,5.1E+038,0.00195887
521.8622800934,84.4795840261,0.5,1212.6837282389,,1.3535E+035,150591023146029,5E+038,0.0019429343
509.7855291096,79.514285656,0.49,1202.6526831952,,1.2740E+035,141740016475025,4.9E+038,0.0019268628
497.8095245068,74.6067911444,0.48,1192.5339909398,,1.1953E+035,132992049399843,4.8E+038,0.0019106509
485.9351576791,69.7574235218,0.47,1182.3246408529,,1.1176E+035,124347697745922,4.7E+038,0.0018942937
474.163350971,64.9665172083,0.46,1172.0214525637,,1.0409E+035,115807557641494,4.6E+038,0.0018777862
462.495059435,60.234418664,0.45,1161.6210624423,,9.6506E+034,107372246676968,4.5E+038,0.0018611229
450.9312727382,55.5614870934,0.44,1151.1199087081,,8.9019E+034,99042405160576.8,4.4E+038,0.0018442982
439.4730172249,50.9480952076,0.43,1140.5142149595,,8.1628E+034,90818697477054.4,4.3E+038,0.001827306
428.1213581547,46.3946300514,0.42,1129.7999719194,,7.4332E+034,82701813561999.9,4.2E+038,0.0018101399
416.8774021272,41.9014938983,0.41,1118.9729171353,,6.7134E+034,74692470497281.5,4.1E+038,0.001792793
405.7422997279,37.4691052271,0.4,1108.0285123875,,6.0032E+034,66791414251897.3,4E+038,0.0017752581
394.7172484109,33.0978997853,0.39,1096.9619184517,,5.3029E+034,58999421577563.3,3.9E+038,0.0017575275
383.8034956436,28.7883317481,0.38,1085.7679668202,,4.6124E+034,51317302074715.5,3.8E+038,0.0017395928
373.0023423572,24.5408749893,0.37,1074.4411279636,,3.9319E+034,43745900457981.8,3.7E+038,0.0017214452
362.3151467369,20.3560244758,0.36,1062.975475591,,3.2614E+034,36286099041979.9,3.6E+038,0.0017030752
351.7433283817,16.2342977973,0.35,1051.3646462257,,2.6010E+034,28938820468119.6,3.5E+038,0.0016844726
341.2883729021,12.1762368536,0.34,1039.6017933994,,1.9508E+034,21705030712337.6,3.4E+038,0.0016656264
330.9518370074,8.1824097207,0.33,1027.6795355394,,1.3110E+034,14585742411557.5,3.3E+038,0.0016465248
320.7353541478,4.2534127154,0.32,1015.5898964476,,6.8147E+033,7582018543989.57,3.2E+038,0.0016271551
310.640640793,0.3898726909,0.31,1003.3242370447,,6.2465E+032,694976521205.261,3.1E+038,0.0016075033
300.6695034498,-3.4075504051,0.3,990.8731768156,,-5.4595E+033,-6074207251862.62,3E+038,0.0015875545
290.8238465144,-7.1381606716,0.29,978.2265029062,,-1.1437E+034,-12724292280900.5,2.9E+038,0.0015672923
281.1056811166,-10.8012230459,0.28,965.3730645381,,-1.7305E+034,-19253968263006.8,2.8E+038,0.0015466988
271.5171351003,-14.3959596911,0.27,952.300649664,,-2.3065E+034,-25661848647147.3,2.7E+038,0.0015257545
262.0604643392,-17.9215459155,0.26,938.995840091,,-2.8713E+034,-31946463360187.5,2.6E+038,0.0015044378
252.738065637,-21.3771055389,0.25,925.4438403922,,-3.4250E+034,-38106250546984.5,2.5E+038,0.0014827251
243.552491488,-24.7617056134,0.24,911.6282744773,,-3.9673E+034,-44139547159827.8,2.4E+038,0.0014605901
234.5064670671,-28.0743503783,0.23,897.5309421255,,-4.4980E+034,-50044578182607.3,2.3E+038,0.0014380037
225.6029098982,-31.3139743038,0.22,883.1315254293,,-5.0171E+034,-55819444230700.9,2.2E+038,0.0014149333
216.84495276,-34.4794340446,0.21,868.4072319782,,-5.5242E+034,-61462107207679.6,2.1E+038,0.0013913424
208.2359705529,-37.569499078,0.2,853.3323573745,,-6.0193E+034,-66970373617037.3,2E+038,0.0013671897
199.7796120399,-40.5828407469,0.19,837.877743647,,-6.5021E+034,-72341875030538.8,1.9E+038,0.0013424287
191.4798376497,-43.5180193536,0.18,822.0101016448,,-6.9724E+034,-77574045081976.6,1.8E+038,0.0013170059
183.3409649281,-46.3734688468,0.17,805.6911534194,,-7.4299E+034,-82664092170631.2,1.7E+038,0.0012908601
175.367723713,-49.1474785237,0.16,788.8765324329,,-7.8743E+034,-87608966843928.5,1.6E+038,0.0012639201
167.5653238886,-51.8381709888,0.15,771.5143526653,,-8.3054E+034,-92405322507393.1,1.5E+038,0.0012361028
159.9395396377,-54.4434753853,0.14,753.5433160884,,-8.7228E+034,-97049467707665,1.4E+038,0.00120731
152.4968157309,-56.9610946077,0.13,734.8901624867,,-9.1262E+034,-101537307686567,1.3E+038,0.0011774243
145.2444038363,-59.388464806,0.12,715.4661585855,,-9.5151E+034,-105864272194385,1.2E+038,0.0011463036
138.190540712,-61.7227049876,0.11,695.1621429483,,-9.8891E+034,-110025225651579,1.1E+038,0.001113773
131.3446864027,-63.9605539774,0.1,673.8413242536,,-1.0248E+035,-114014354775560,1E+038,0.0010796133
